Name,Short name,URL name,Tags,Home page,Publication scheme,Disclosure log,Notes,Created at,Updated at,Version
Prefeitura de Pinhalzinho - SC,"",prefeitura_de_pinhalzinho_sc,municipal prefeitura executivo,http://www.pinhalzinho.sc.gov.br,"","","Endereço: Av. São Paulo, 1615 - Centro
CEP: 89-870.000
Telefone: (49) 3366-6600
Fax/Celular: (49) 3366-1311
",2011-11-01 19:31:07 -0200,2011-11-01 19:31:07 -0200,1
Prefeitura de Pinhalzinho - SP,"",prefeitura_de_pinhalzinho_sp,municipal prefeitura executivo,http://www.pinhalzinho.sp.gov.br,"","","Endereço: Rua Cruzeiro do Sul, 225 - Centro
CEP: 12-995.000
Telefone: (11) 4018-4310
Fax/Celular: (11) 4018-4475
",2011-11-01 19:32:06 -0200,2011-11-01 19:32:06 -0200,1
Prefeitura de Pinheiral - RJ,"",prefeitura_de_pinheiral_rj,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Rua Justino Ribeiro, 228 - Ipê
CEP: 27-197.000
Telefone: (24) 3356-4580
Fax/Celular: (24) 3356-2368
",2011-11-01 19:29:31 -0200,2011-11-01 19:29:31 -0200,1
Prefeitura de Pinheirinho do Vale - RS,"",prefeitura_de_pinheirinho_do_vale_rs,municipal prefeitura executivo,http://www.pinheirinhodovale.com.br,"","","Endereço: Rua Duque de Caxias, 223 - Centro
CEP: 98-435.000
Telefone: (55) 3792-1102
Fax/Celular: (55) 3792-1102
",2011-11-01 19:30:29 -0200,2011-11-01 19:30:29 -0200,1
Prefeitura de Pinheiro - MA,"",prefeitura_de_pinheiro_ma,municipal prefeitura executivo,http://www.pinheiro.ma.gov.br,"","","Endereço: Pça. José Sarney, 560 - Centro
CEP: 65-200.000
Telefone: (98) 3381-4406
Fax/Celular: (98) 381-4406
",2011-11-01 19:25:42 -0200,2011-11-01 19:25:42 -0200,1
Prefeitura de Pinheiro Machado - RS,"",prefeitura_de_pinheiro_machado_rs,municipal prefeitura executivo,http://www.supersul.com.br,"","","Endereço: Rua Nico de Oliveira, 763 - Centro
CEP: 96-470.000
Telefone: (53) 3248-3500
Fax/Celular: (53) 3248-3501
",2011-11-01 19:30:29 -0200,2011-11-01 19:30:29 -0200,1
Prefeitura de Pinheiro Preto - SC,"",prefeitura_de_pinheiro_preto_sc,municipal prefeitura executivo,http://www.ppreto.com.br,"","","Endereço: Av. Marechal Artur Costa e Silva, 111 - Centro
CEP: 89-570.000
Telefone: (49) 3562-1313
Fax/Celular: (49) 3563-1311
",2011-11-01 19:31:07 -0200,2011-11-01 19:31:07 -0200,1
Prefeitura de Pinheiros - ES,"",prefeitura_de_pinheiros_es,municipal prefeitura executivo,http://www.pmpin.com.br,"","","Endereço: Av. Agenor Luiz Heringer, 231 - Centro
CEP: 29-980.000
Telefone: (27) 3765-2029
Fax/Celular: (27) 3765-2616
",2011-11-01 19:25:01 -0200,2011-11-01 19:25:01 -0200,1
Prefeitura de Pinhão - PR,"",prefeitura_de_pinho_pr,municipal prefeitura executivo,http://www.pinhao.pr.gov.br,"","","Endereço: Av. Trifon Hanysz, 220 - Centro
CEP: 85-170.000
Telefone: (42) 3677-1122
Fax/Celular: (42) 3677-1122
",2011-11-01 19:29:13 -0200,2011-11-01 19:29:13 -0200,1
Prefeitura de Pinhão - SE,"",prefeitura_de_pinho_se,municipal prefeitura executivo,http://www.uol.com.br,"","","Endereço: Av.Gov. José Rolemberg Leite, 01 - Centro
CEP: 49-517.000
Telefone: (79) 3461-1133
Fax/Celular: (79) 3461-1242
",2011-11-01 19:31:21 -0200,2011-11-01 19:31:21 -0200,1
Prefeitura de Pintadas - BA,"",prefeitura_de_pintadas_ba,municipal prefeitura executivo,http://www.pintados.ba.gov.br,"","","Endereço: Rua Sete de Setembro, 44 - Centro
CEP: 44-610.000
Telefone: (75) 3693-2301
Fax/Celular: (75) 3693-2301
",2011-11-01 19:24:26 -0200,2011-11-01 19:24:26 -0200,1
Prefeitura de Pintópolis - MG,"",prefeitura_de_pintpolis_mg,municipal prefeitura executivo,http://www.uaivip.com.br,"","","Endereço: Rua Dr. Aguinel, 285 - Centro - Centro
CEP: 39-317.000
Telefone: (38) 3631-8274
Fax/Celular: (38) 3631-8274
",2011-11-01 19:26:46 -0200,2011-11-01 19:26:46 -0200,1
Prefeitura de Pio IX - PI,"",prefeitura_de_pio_ix_pi,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: R. Sebastião Arrais, 281 - Centro
CEP: 64-660.000
Telefone: (89) 3453-1121
Fax/Celular: (89) 3453-1121
",2011-11-01 19:28:40 -0200,2011-11-01 19:28:40 -0200,1
Prefeitura de Pio XII - MA,"",prefeitura_de_pio_xii_ma,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Rua Coronel Pedro Gonçalves, 492 - Centro
CEP: 65-707.000
Telefone: (98) 3654-0051
Fax/Celular: (98) 3654-0051
",2011-11-01 19:25:43 -0200,2011-11-01 19:25:43 -0200,1
Prefeitura de Piquerobi - SP,"",prefeitura_de_piquerobi_sp,municipal prefeitura executivo,http://www.stetnet.com.br,"","","Endereço: Rua José Bonifácio, 40 - Centro
CEP: 19-410.000
Telefone: (18) 3276-1022
Fax/Celular: (18) 276-1010
",2011-11-01 19:32:06 -0200,2011-11-01 19:32:06 -0200,1
Prefeitura de Piquet Carneiro - CE,"",prefeitura_de_piquet_carneiro_ce,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Pça. Mariano Aires, S/N - Centro
CEP: 63-605.000
Telefone: (88) 3516-1800
Fax/Celular: (88) 3516-1802
",2011-11-01 19:24:51 -0200,2011-11-01 19:24:51 -0200,1
Prefeitura de Piquete - SP,"",prefeitura_de_piquete_sp,municipal prefeitura executivo,http://www.itelefonica.com.br,"","","Endereço: Pça. Dom Pedro I, 88 - Vila Celeste
CEP: 12-620.000
Telefone: (12) 3156-1000
Fax/Celular: (12) 3156-2181
",2011-11-01 19:32:06 -0200,2011-11-01 19:32:06 -0200,1
Prefeitura de Piraí do Norte - BA,"",prefeitura_de_pira_do_norte_ba,municipal prefeitura executivo,,"","","Endereço: R. Rui Barbosa, 76 - Centro
CEP: 45-436.000
Telefone: (73) 3688-2196
Fax/Celular: (73) 3688-2196
",2011-11-01 19:24:27 -0200,2011-11-01 19:24:27 -0200,1
Prefeitura de Piraí do Sul - PR,"",prefeitura_de_pira_do_sul_pr,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Pça. Alípio Domingues, 34 - Centro - Centro
CEP: 84-240.000
Telefone: (42) 3237-1122
Fax/Celular: (42) 3237-1122
",2011-11-01 19:29:13 -0200,2011-11-01 19:29:13 -0200,1
Prefeitura de Piraí - RJ,"",prefeitura_de_pira_rj,municipal prefeitura executivo,http://www.pirai.rj.gov.br,"","","Endereço: Pça. Getúlio Vargas, S/N - Centro
CEP: 27-175.000
Telefone: (24) 2431-9950
Fax/Celular: (24) 2431-1481
",2011-11-01 19:29:31 -0200,2011-11-01 19:29:31 -0200,1
Prefeitura de Piraúba - MG,"",prefeitura_de_piraba_mg,municipal prefeitura executivo,http://www.piraubanet.com.br,"","","Endereço: Rua Opemá, 610 - Centro
CEP: 36-170.000
Telefone: (32) 3573-1575
Fax/Celular: (32) 3573-1698
",2011-11-01 19:26:47 -0200,2011-11-01 19:26:47 -0200,1
Prefeitura de Piracaia - SP,"",prefeitura_de_piracaia_sp,municipal prefeitura executivo,http://www.uol.com.br,"","","Endereço: Av. Dr. Cândido Rodrigues, 120 - Centro
CEP: 12-970.000
Telefone: (11) 4036-7221
Fax/Celular: (11) 4036-6048
",2011-11-01 19:32:06 -0200,2011-11-01 19:32:06 -0200,1
Prefeitura de Piracanjuba - GO,"",prefeitura_de_piracanjuba_go,municipal prefeitura executivo,http://www.cultura.com.br,"","","Endereço: Pça. Wilson Eloy Pimenta, 100 - Centro
CEP: 75-640.000
Telefone: (64) 3405-4000
Fax/Celular: (64) 3405-4015
",2011-11-01 19:25:22 -0200,2011-11-01 19:25:22 -0200,1
Prefeitura de Piracema - MG,"",prefeitura_de_piracema_mg,municipal prefeitura executivo,http://www.conqnet.com.br,"","","Endereço: Pça. José Ribeiro de Assis, 42 - Centro
CEP: 35-536.000
Telefone: (37) 3334-1299
Fax/Celular: (37) 3334-1299
",2011-11-01 19:26:46 -0200,2011-11-01 19:26:46 -0200,1
Prefeitura de Piracicaba - SP,"",prefeitura_de_piracicaba_sp,municipal prefeitura executivo,http://www.piracicaba.sp.gov.br,"","","Endereço: Rua Cap. Antônio Correa Barbosa, 2233 - Centro
CEP: 13-400.900
Telefone: (19) 3403-1000
Fax/Celular: (19) 3403-1072
",2011-11-01 19:32:06 -0200,2011-11-01 19:32:06 -0200,1
Prefeitura de Piracuruca - PI,"",prefeitura_de_piracuruca_pi,municipal prefeitura executivo,http://www.secrel.com.br,"","","Endereço: Rua Rui Barbosa, 289 - Centro
CEP: 64-240.000
Telefone: (86) 3343-1288
Fax/Celular: (86) 3343-1266
",2011-11-01 19:28:41 -0200,2011-11-01 19:28:41 -0200,1
Prefeitura de Piraju - SP,"",prefeitura_de_piraju_sp,municipal prefeitura executivo,http://www.estanciadepiraju.com.br,"","","Endereço: Pça. Ataliba Leonel, 173 - Centro
CEP: 18-800.000
Telefone: (14) 3305-9000
Fax/Celular: (14) 3351-1203
",2011-11-01 19:32:06 -0200,2011-11-01 19:32:06 -0200,1
Prefeitura de Pirajuba - MG,"",prefeitura_de_pirajuba_mg,municipal prefeitura executivo,http://www.netsite.com.br,"","","Endereço: Pça. José Moisés Mesiara Sobrinho, 10 - Centro - Centro
CEP: 38-210.000
Telefone: (34) 3426-0100
Fax/Celular: (34) 3426-1070
",2011-11-01 19:26:46 -0200,2011-11-01 19:26:46 -0200,1
Prefeitura de Pirajui - SP,"",prefeitura_de_pirajui_sp,municipal prefeitura executivo,http://www.pirajui.sp.gov.br,"","","Endereço: Pça Dr. Pedro da Rocha Braga, 116 - Centro
CEP: 16-600.000
Telefone: (14) 3572-8222
Fax/Celular: (14) 3572-1088
",2011-11-01 19:32:06 -0200,2011-11-01 19:32:06 -0200,1
Prefeitura de Pirambu - SE,"",prefeitura_de_pirambu_se,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Praça Nossa Senhora de Lourdes, 16 - Centro
CEP: 49-190.000
Telefone: (79) 3276-1203
Fax/Celular: (79) 3276-1209
",2011-11-01 19:31:21 -0200,2011-11-01 19:31:21 -0200,1
Prefeitura de Piranga - MG,"",prefeitura_de_piranga_mg,municipal prefeitura executivo,http://www.viareal.com.br,"","","Endereço: Rua Benedito Valadares, 9 - Centro
CEP: 36-480.000
Telefone: (31) 3746-1088
Fax/Celular: (31) 3746-1260
",2011-11-01 19:26:46 -0200,2011-11-01 19:26:46 -0200,1
Prefeitura de Pirangi - SP,"",prefeitura_de_pirangi_sp,municipal prefeitura executivo,http://www.pirangi.com.br,"","","Endereço: Rua Marechal Floriano Peixoto nº 579 - Centro
CEP: 15-820.000
Telefone: (17) 3386-9600
Fax/Celular: (17) 3386-9600
",2011-11-01 19:32:07 -0200,2011-11-01 19:32:07 -0200,1
Prefeitura de Piranguinho - MG,"",prefeitura_de_piranguinho_mg,municipal prefeitura executivo,http://www.sulminas.com.br,"","",,2011-11-01 19:26:46 -0200,2011-11-01 19:26:46 -0200,1
Prefeitura de Piranguçu - MG,"",prefeitura_de_piranguu_mg,municipal prefeitura executivo,http://www.projesom.com.br,"","","Endereço: Rua João Antunes Siqueira, 420 - Centro
CEP: 37-511.000
Telefone: (35) 3643-1222
Fax/Celular: (35) 3643-1230
",2011-11-01 19:26:46 -0200,2011-11-01 19:26:46 -0200,1
Prefeitura de Piranhas - AL,"",prefeitura_de_piranhas_al,municipal prefeitura executivo,http://www.uol.com.br,"","","Endereço: Pça. Itabira de Brito, 4 - Centro
CEP: 57-460.000
Telefone: (82) 3686-3222
Fax/Celular: (82) 3686-3110
",2011-11-01 19:23:47 -0200,2011-11-01 19:23:47 -0200,1
Prefeitura de Piranhas - GO,"",prefeitura_de_piranhas_go,municipal prefeitura executivo,http://www.gmail.com,"","","Endereço: Av. Brasil Central, 974 - Centro
CEP: 76-230.000
Telefone: (64) 3665-7000
Fax/Celular: (64) 3665-1301
",2011-11-01 19:25:22 -0200,2011-11-01 19:25:22 -0200,1
Prefeitura de Pirapó - RS,"",prefeitura_de_pirap_rs,municipal prefeitura executivo,http://www.pirapo.rs.gov.br,"","","Endereço: Rua Afonso de Medeiros, 572 - Centro
CEP: 97-885.000
Telefone: (55) 3351-1110
Fax/Celular: (55) 3351-1110
",2011-11-01 19:30:29 -0200,2011-11-01 19:30:29 -0200,1
Prefeitura de Pirapemas - MA,"",prefeitura_de_pirapemas_ma,municipal prefeitura executivo,http://www.bol.com.br,"","","Endereço: Av. Antônio Ribeiro, 325 - Centro
CEP: 65-460.000
Telefone: (98) 3466-1202
Fax/Celular: (98) 3466-1210
",2011-11-01 19:25:43 -0200,2011-11-01 19:25:43 -0200,1
Prefeitura de Pirapetinga - MG,"",prefeitura_de_pirapetinga_mg,municipal prefeitura executivo,http://www.pirapetinga.mg.gov.br,"","","Endereço: Pça. Dirceu de Oliveira Martins, 1 - Centro - Centro
CEP: 36-730.000
Telefone: (32) 3465-3100
Fax/Celular: (32) 3465-3100
",2011-11-01 19:26:47 -0200,2011-11-01 19:26:47 -0200,1
Prefeitura de Pirapora do Bom Jesus - SP,"",prefeitura_de_pirapora_do_bom_jesus_sp,municipal prefeitura executivo,http://www.piraporadobomjesus.sp.gov.br,"","","Endereço: Pça. dos Poderes Municipais, 57 - Centro
CEP: 65-500.000
Telefone: (11) 4131-9191
Fax/Celular: (11) 4131-1211
",2011-11-01 19:32:07 -0200,2011-11-01 19:32:07 -0200,1
Prefeitura de Pirapora - MG,"",prefeitura_de_pirapora_mg,municipal prefeitura executivo,,"","","Endereço: Rua Antônio Nascimento, N.274 - Centro
CEP: 39-270.000
Telefone: (38) 3749-6100
Fax/Celular: (38) 3741-2376
",2011-11-01 19:26:47 -0200,2011-11-01 19:26:47 -0200,1
Prefeitura de Pirapozinho - SP,"",prefeitura_de_pirapozinho_sp,municipal prefeitura executivo,http://www.icenet.com.br,"","","Endereço: Rua Castro Alves, 832 - Centro
CEP: 19-200.000
Telefone: (18) 3269-9900
Fax/Celular: (18) 3269-9900
",2011-11-01 19:32:07 -0200,2011-11-01 19:32:07 -0200,1
Prefeitura de Piraquê - TO,"",prefeitura_de_piraqu_to,municipal prefeitura executivo,http://www.uol.com.br,"","","Endereço: Av. Cézar Batista Nepomuceno, 1 - centro
CEP: 77-888.000
Telefone: (63) 3479-1138
Fax/Celular: (63) 3479-1138
",2011-11-01 19:32:36 -0200,2011-11-01 19:32:36 -0200,1
Prefeitura de Piraquara - PR,"",prefeitura_de_piraquara_pr,municipal prefeitura executivo,http://www.piraquara.pr.gov.br,"","","Endereço: Av. Getúlio Vargas, 1990 - Centro
CEP: 83-301.010
Telefone: (41) 3673-8500
Fax/Celular: (41) 673-2179
",2011-11-01 19:29:13 -0200,2011-11-01 19:29:13 -0200,1
Prefeitura de Pirassununga - SP,"",prefeitura_de_pirassununga_sp,municipal prefeitura executivo,http://www.pirassununga.sp.gov.br,"","","Endereço: Rua Galício Del Nero, 51 - Centro
CEP: 13-630.900
Telefone: (19) 3565-8000
Fax/Celular: (19) 3565-8001
",2011-11-01 19:32:07 -0200,2011-11-01 19:32:07 -0200,1
Prefeitura de Piratini - RS,"",prefeitura_de_piratini_rs,municipal prefeitura executivo,http://www.terra.com.br,"","","Endereço: Rua Comendador Freitas, 255 - Centro
CEP: 96-490.000
Telefone: (53) 3257-1200
Fax/Celular: (53) 3257-1264
",2011-11-01 19:30:29 -0200,2011-11-01 19:30:29 -0200,1
Prefeitura de Piratininga - SP,"",prefeitura_de_piratininga_sp,municipal prefeitura executivo,http://www.bol.com.br,"","","Endereço: Pça. Dr. Mário Ribeiro da Silva, 14 - Centro
CEP: 17-490.000
Telefone: (14) 3265-1011
Fax/Celular: (14) 3265-1011
",2011-11-01 19:32:07 -0200,2011-11-01 19:32:07 -0200,1
Prefeitura de Piratuba - SC,"",prefeitura_de_piratuba_sc,municipal prefeitura executivo,http://www.piratuba.com.br,"","","Endereço: Rua Gov. Jorge Lacerda, 133 - Centro
CEP: 89-667.000
Telefone: (49) 3553-0146
Fax/Celular: (49) 3553-0146
",2011-11-01 19:31:07 -0200,2011-11-01 19:31:07 -0200,1
Prefeitura de Pirenópolis - GO,"",prefeitura_de_pirenpolis_go,municipal prefeitura executivo,http://www.gmail.com,"","","Endereço: Av. Comendador Joaquim Alves, s/n - Centro
CEP: 72-980.000
Telefone: (62) 3331-1299
Fax/Celular: (62) 3331-3393
",2011-11-01 19:25:22 -0200,2011-11-01 19:25:22 -0200,1
Prefeitura de Pires do Rio - GO,"",prefeitura_de_pires_do_rio_go,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Pça. Francisco Felipe Machado, 37 - Centro
CEP: 75-200.000
Telefone: (64) 3461-4000
Fax/Celular: (64) 3461-1800
",2011-11-01 19:25:22 -0200,2011-11-01 19:25:22 -0200,1
Prefeitura de Pires Ferreira - CE,"",prefeitura_de_pires_ferreira_ce,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Av. Presidente Castelo Branco, 104 - CENTRO
CEP: 62-255.000
Telefone: (88) 3651-1033
Fax/Celular: (88) 3651-1035
",2011-11-01 19:24:51 -0200,2011-11-01 19:24:51 -0200,1
Prefeitura de Piripá - BA,"",prefeitura_de_pirip_ba,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Pça. da Bandeira, 30 - Centro
CEP: 46-270.000
Telefone: (77) 3440-2259
Fax/Celular: (77) 3440-2152
",2011-11-01 19:24:27 -0200,2011-11-01 19:24:27 -0200,1
Prefeitura de Piripiri - PI,"",prefeitura_de_piripiri_pi,municipal prefeitura executivo,http://www.piripiri.pi.gov.br,"","","Endereço: Av. 4 de Julho, 280 - Centro
CEP: 64-260.000
Telefone: (86) 3276-1705
Fax/Celular: (86) 3276-1703
",2011-11-01 19:28:41 -0200,2011-11-01 19:28:41 -0200,1
Prefeitura de Piritiba - BA,"",prefeitura_de_piritiba_ba,municipal prefeitura executivo,http://www.piritiba.ba.gov.br,"","","Endereço: Rua Alameda Sampaio, 6 - Centro
CEP: 44-830.000
Telefone: (74) 3628-2153
Fax/Celular: (74) 3628-2111
",2011-11-01 19:24:27 -0200,2011-11-01 19:24:27 -0200,1
Prefeitura de Pirpirituba - PB,"",prefeitura_de_pirpirituba_pb,municipal prefeitura executivo,http://www.aol.com.br,"","","Endereço: Rua Professor Felix Cantalice, 133 - centro
CEP: 58-213.000
Telefone: (83) 3277-1062
Fax/Celular: (83) 3277-1162
",2011-11-01 19:28:00 -0200,2011-11-01 19:28:00 -0200,1
Prefeitura de Pitanga - PR,"",prefeitura_de_pitanga_pr,municipal prefeitura executivo,http://www.pref.pr.gov.br,"","",,2011-11-01 19:29:13 -0200,2011-11-01 19:29:13 -0200,1
Prefeitura de Pitangueiras - PR,"",prefeitura_de_pitangueiras_pr,municipal prefeitura executivo,http://www.pitangueiras.pr.gov.br,"","","Endereço: Av. Central, 408 - Centro
CEP: 86-613.000
Telefone: (43) 3257-1144
Fax/Celular: (43) 3257-1143
",2011-11-01 19:29:13 -0200,2011-11-01 19:29:13 -0200,1
Prefeitura de Pitangueiras - SP,"",prefeitura_de_pitangueiras_sp,municipal prefeitura executivo,http://www.pitangueiras.com.br,"","","Endereço: Rua Dr. Euclides Zanini Caldas, 66 - Centro
CEP: 14-750.000
Telefone: (16) 3952-9121
Fax/Celular: (16) 3952-9121
",2011-11-01 19:32:07 -0200,2011-11-01 19:32:07 -0200,1
Prefeitura de Pitangui - MG,"",prefeitura_de_pitangui_mg,municipal prefeitura executivo,http://www.pitanguinet.com.br,"","","Endereço: Pça. João Maria de Lacerda, 80 - Centro
CEP: 35-650.000
Telefone: (37) 3271-4333
Fax/Celular: (37) 3271-4462
",2011-11-01 19:26:47 -0200,2011-11-01 19:26:47 -0200,1
Prefeitura de Pitimbu - PB,"",prefeitura_de_pitimbu_pb,municipal prefeitura executivo,http://www.famup.com.br/portal/index.php?run=prefeitura,"","","Endereço: R. Padre José João, 31 - Centro
CEP: 58-324.000
Telefone: (83) 3299-1016
Fax/Celular: (83) 3299-1042
",2011-11-01 19:28:00 -0200,2012-02-14 21:43:09 -0200,3
Prefeitura de Pium - TO,"",prefeitura_de_pium_to,municipal prefeitura executivo,http://www.blznet.com.br,"","","Endereço: Av. Diógenes de Brito, 1 - Alto da Boa Vista
CEP: 77-570.000
Telefone: (63) 3368-1401
Fax/Celular: (63) 3368-1228
",2011-11-01 19:32:36 -0200,2011-11-01 19:32:36 -0200,1
Prefeitura de Piumhi - MG,"",prefeitura_de_piumhi_mg,municipal prefeitura executivo,http://www.prefeiturapiumhi.mg.gov.br,"","","Endereço: Rua Pedre Abel, 332 - Centro
CEP: 37-925.000
Telefone: (37) 3371-9950
Fax/Celular: (37) 3371-2043
",2011-11-01 19:26:47 -0200,2011-11-01 19:26:47 -0200,1
Prefeitura de Placas - PA,"",prefeitura_de_placas_pa,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: R. Olavo Bilac, s/n - Centro
CEP: 68-138.000
Telefone: (93) 3552-1311
Fax/Celular: (93) 3552-1322
",2011-11-01 19:27:41 -0200,2011-11-01 19:27:41 -0200,1
Prefeitura de Planaltina do Paraná - PR,"",prefeitura_de_planaltina_do_paran_pr,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Pça. Giácomo Madalozzo, 234 - Centro
CEP: 87-860.000
Telefone: (44) 3435-1221
Fax/Celular: (44) 3435-1222
",2011-11-01 19:29:13 -0200,2011-11-01 19:29:13 -0200,1
Prefeitura de Planaltina - GO,"",prefeitura_de_planaltina_go,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Pça. Jurandir Camilo Boa Ventura, S/N - Centro
CEP: 73-750.005
Telefone: (61) 3637-1273
Fax/Celular: (61) 3637-1273
",2011-11-01 19:25:23 -0200,2011-11-01 19:25:23 -0200,1
Prefeitura de Planaltino - BA,"",prefeitura_de_planaltino_ba,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Av. André Magalhães, 188 - Centro
CEP: 45-375.000
Telefone: (73) 3544-2122
Fax/Celular: (73) 3544-2145
",2011-11-01 19:24:27 -0200,2011-11-01 19:24:27 -0200,1
Prefeitura de Planalto Alegre - SC,"",prefeitura_de_planalto_alegre_sc,municipal prefeitura executivo,http://www.planaltoalegre.sc.gov.br,"","","Endereço: Av. Júlio Chiarello, 357 - Centro
CEP: 89-882.000
Telefone: (49) 3335-0066
Fax/Celular: (49) 3335-0066
",2011-11-01 19:31:07 -0200,2011-11-01 19:31:07 -0200,1
Prefeitura de Planalto - BA,"",prefeitura_de_planalto_ba,municipal prefeitura executivo,http://www.bol.com.br,"","","Endereço: Pça. Duque de Caxias, 104 - Centro
CEP: 45-190.000
Telefone: (77) 3434-2137
Fax/Celular: (77) 3434-2137
",2011-11-01 19:24:27 -0200,2011-11-01 19:24:27 -0200,1
Prefeitura de Planalto da Serra - MT,"",prefeitura_de_planalto_da_serra_mt,municipal prefeitura executivo,http://www.bol.com.br,"","","Endereço: Pça. São Carlos, 755 - Centro
CEP: 78-855.000
Telefone: (66) 3328-6308
Fax/Celular: (66) 3328-6203
",2011-11-01 19:27:27 -0200,2011-11-01 19:27:27 -0200,1
Prefeitura de Planalto - PR,"",prefeitura_de_planalto_pr,municipal prefeitura executivo,http://www.rline.com.br,"","","Endereço: Pça. São Francisco de Assis, 1583 - Centro
CEP: 85-750.000
Telefone: (46) 3555-1331
Fax/Celular: (46) 3555-1272
",2011-11-01 19:29:14 -0200,2011-11-01 19:29:14 -0200,1
Prefeitura de Planalto - RS,"",prefeitura_de_planalto_rs,municipal prefeitura executivo,http://www.mksnet.com.br,"","","Endereço: Rua Humberto de Campos, 732 - Centro
CEP: 98-470.000
Telefone: (55) 3794-1122
Fax/Celular: (55) 3794-1133
",2011-11-01 19:30:30 -0200,2011-11-01 19:30:30 -0200,1
Prefeitura de Planalto - SP,"",prefeitura_de_planalto_sp,municipal prefeitura executivo,http://www.planalto.sp.gov.br,"","","Endereço: Av. Carlos Gomes, 971 - Centro
CEP: 15-260.000
Telefone: (18) 3695-1202
Fax/Celular: (18) 3695-1202
",2011-11-01 19:32:07 -0200,2011-11-01 19:32:07 -0200,1
Prefeitura de Planura - MG,"",prefeitura_de_planura_mg,municipal prefeitura executivo,http://www.netsite.com.br,"","","Endereço: Rua Monte Carmelo, 448 - Centro - Centro
CEP: 38-220.000
Telefone: (34) 3427-7000
Fax/Celular: (34) 3427-2100
",2011-11-01 19:26:47 -0200,2011-11-01 19:26:47 -0200,1
Prefeitura de Platina - SP,"",prefeitura_de_platina_sp,municipal prefeitura executivo,http://www.platina.sp.municipio.org.br,"","","Endereço: Rua João de Souza Martins, 550 - Centro
CEP: 19-990.000
Telefone: (18) 3354-1261
Fax/Celular: (18) 3354-1182
",2011-11-01 19:32:07 -0200,2011-11-01 19:32:07 -0200,1
Prefeitura de Plácido de Castro - AC,"",prefeitura_de_plcido_de_castro_ac,municipal prefeitura executivo,http://www.gmail.com,"","","Endereço: Rua Epitacio Pessoa, 146 - Centro
CEP: 69-928.000
Telefone: (68) 3237-1066
Fax/Celular: (68) 3237-1066
",2011-11-01 19:23:39 -0200,2011-11-01 19:23:39 -0200,1
Prefeitura de Pão de Açúcar - AL,"",prefeitura_de_po_de_acar_al,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Av. Bráulio Cavalcante, 493 - Centro
CEP: 57-400.000
Telefone: (82) 3624-1130
Fax/Celular: (82) 3624-1263
",2011-11-01 19:23:46 -0200,2011-11-01 19:23:46 -0200,1
Prefeitura de Poá - SP,"",prefeitura_de_po_sp,municipal prefeitura executivo,http://www.poa.sp.gov.br,"","","Endereço: Av. Brasil, 198 - Centro
CEP: 85-610.000
Telefone: (11) 4634-8801
Fax/Celular: (11) 4636-2282
",2011-11-01 19:32:07 -0200,2011-11-01 19:32:07 -0200,1
Prefeitura de Pocinhos - PB,"",prefeitura_de_pocinhos_pb,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Rua Cônego Jõao Coutinho, 19 - Centro
CEP: 58-150.000
Telefone: (83) 3384-1247
Fax/Celular: (83) 3284-1236
",2011-11-01 19:28:00 -0200,2011-11-01 19:28:00 -0200,1
Prefeitura de Poconé - MT,"",prefeitura_de_pocon_mt,municipal prefeitura executivo,http://www.terra.com.br,"","","Endereço: Pça. da Matriz, S/N - Centro
CEP: 78-175.000
Telefone: (65) 3345-1952
Fax/Celular: (65) 3345-1952
",2011-11-01 19:27:27 -0200,2011-11-01 19:27:27 -0200,1
Prefeitura de Pocrane - MG,"",prefeitura_de_pocrane_mg,municipal prefeitura executivo,http://www.sicop.com.br,"","","Endereço: Rua Nilo Moraes Pinheiro, 322 - Centro
CEP: 36-960.000
Telefone: (33) 3316-1234
Fax/Celular: (33) 3316-1311
",2011-11-01 19:26:47 -0200,2011-11-01 19:26:47 -0200,1
Prefeitura de Poções - BA,"",prefeitura_de_poes_ba,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Pça. da Bandeira, 2 - Centro
CEP: 45-260.000
Telefone: (77) 3431-5800
Fax/Celular: (77) 3431-1118
",2011-11-01 19:24:27 -0200,2011-11-01 19:24:27 -0200,1
